IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1014040,1947,Ted Williams,BOS,28,156,528,693,181,100,40,9,32,125,114,162,,47.0,2,,1,10.0,0,1.0,0.343,,,,,,,,,,,0.23399999999999999,0.068,3.45,0.499,0.634,1.133,0.292,0.332,,,,,,,,,0.509,92.3,174,87.2,0.0,21.1,-6.7,102.2,10.3,,3.7,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7,-1.2,,28 - 28,86.0,1.8,,,,,,,,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,224.0,79.0,146.0,168.0,254.0,120.0,,,,,,,,,,,,,,,,,,0,,,,,,10.3
1006923,1947,Ralph Kiner,PIT,24,152,565,666,177,99,23,4,51,118,127,98,,81.0,2,,1,12.0,1,,0.313,,,,,,,,,,,0.147,0.122,1.21,0.417,0.639,1.055,0.326,0.291,,,,,,,,,0.472,69.7,148,58.2,6.0,20.3,-6.6,80.5,8.1,,3.1,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.4,,24 - 24,57.8,2.9,,,,,,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,150.0,145.0,119.0,157.0,246.0,102.0,,,,,,,,,,,,,,,,,,0,,,,,,8.1
1001234,1947,Lou Boudreau,CLE,29,150,538,623,165,113,45,3,4,79,67,67,,10.0,4,,14,9.0,1,0.0,0.307,,,,,,,,,,,0.10800000000000001,0.016,6.7,0.388,0.424,0.811,0.117,0.307,,,,,,,,,0.382,21.6,95,23.7,19.0,19.0,9.1,72.1,7.3,,2.9,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,-0.3,,29 - 29,23.4,1.6,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,103.0,19.0,113.0,112.0,102.0,111.0,,,,,,,,,,,,,,,,,,0,,,,,,7.3
1004874,1947,Joe Gordon,CLE,32,155,562,626,153,91,27,6,29,89,93,62,,49.0,1,,1,16.0,7,3.0,0.272,,,,,,,,,,,0.099,0.078,1.27,0.346,0.496,0.842,0.224,0.256,,,,,,,,,0.385,23.3,97,25.5,15.0,19.1,6.7,67.6,6.8,,4.7,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,-0.3,,32 - 32,25.2,1.6,,,,,,,,0.22399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,95.0,91.0,101.0,132.0,195.0,92.0,,,,,,,,,,,,,,,,,,0,,,,,,6.8
1009014,1947,Johnny Mize,NYG,34,154,586,664,177,98,26,2,51,137,138,74,,42.0,4,,0,6.0,2,,0.302,,,,,,,,,,,0.111,0.063,1.76,0.384,0.614,0.998,0.312,0.256,,,,,,,,,0.448,57.2,136,47.2,3.0,20.2,-6.7,66.6,6.7,,3.7,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7,-0.1,,34 - 34,47.1,2.9,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,113.0,76.0,110.0,151.0,236.0,90.0,,,,,,,,,,,,,,,,,,0,,,,,,6.7
1003733,1947,Bob Elliott,BSN,30,150,555,645,176,114,35,5,22,93,113,87,,60.0,0,,3,15.0,3,,0.317,,,,,,,,,,,0.135,0.09300000000000001,1.45,0.41,0.517,0.927,0.2,0.326,,,,,,,,,0.426,44.7,121,36.2,4.0,19.6,0.0,62.7,6.3,,3.8,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,30 - 30,36.2,2.8,,,,,,,,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,137.0,111.0,117.0,127.0,151.0,114.0,,,,,,,,,,,,,,,,,,0,,,,,,6.3
1010776,1947,Pee Wee Reese,BRO,28,142,476,590,135,95,24,4,12,81,73,104,,67.0,2,,8,7.0,7,,0.284,,,,,,,,,,,0.17600000000000002,0.114,1.55,0.414,0.426,0.841,0.143,0.31,,,,,,,,,0.399,28.4,98,19.9,11.0,18.0,8.8,61.0,6.2,,4.1,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,0.8,,28 - 28,20.7,2.6,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,179.0,136.0,119.0,105.0,108.0,109.0,,,,,,,,,,,,,,,,,,0,,,,,,6.2
1013521,1947,Harry Walker,- - -,30,140,513,598,186,140,29,16,1,81,41,63,,39.0,4,,18,10.0,13,,0.363,,,,,,,,,,,0.105,0.065,1.62,0.436,0.487,0.924,0.125,0.391,,,,,,,,,0.429,42.8,113,35.5,1.0,18.2,-1.1,58.3,5.9,,5.9,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,2.0,,30 - 30,37.5,2.6,,,,,,,,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,107.0,78.0,125.0,120.0,94.0,137.0,,,,,,,,,,,,,,,,,,0,,,,,,5.9
1007215,1947,Whitey Kurowski,STL,29,146,513,614,159,99,27,6,27,108,104,87,,56.0,10,,4,19.0,4,,0.31,,,,,,,,,,,0.142,0.091,1.55,0.42,0.544,0.964,0.234,0.307,,,,,,,,,0.441,49.6,122,39.6,-4.0,18.7,0.0,57.2,5.8,,4.7,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,0.2,,29 - 29,39.8,2.7,,,,,,,,0.27699999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,144.0,109.0,120.0,134.0,177.0,108.0,,,,,,,,,,,,,,,,,,0,,,,,,5.8
1002601,1947,Walker Cooper,NYG,32,140,515,546,157,90,24,8,35,79,122,24,,43.0,3,,4,13.0,2,,0.305,,,,,,,,,,,0.044000000000000004,0.079,0.56,0.339,0.586,0.926,0.282,0.279,,,,,,,,,0.416,33.3,98,25.1,1.0,16.6,4.1,49.3,5.0,,4.3,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,0.1,,32 - 32,25.2,2.4,,,,,,,,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,45.0,94.0,97.0,144.0,213.0,98.0,,,,,,,,,,,,,,,,,,0,,,,,,5.0
