IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1000573,1872,Ross Barnes,BSN,22,45,229,238,99,68,28,2,1,81,44,9,,4,,,,,12,2,0.432,,,,,,,,,,,0.038,0.017,2.25,0.454,0.585,1.039,0.153,0.438,,,,,,,,,0.469,40.0,91,38.5,20.0,10.9,0.8,74.0,5.2,,7.2,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,1.6,,22 - 22,40.2,2.1,,,,,,,,0.059000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,243,110,151,167,246,150,,,,,,,,,,,,,,,,,,0,,,,,,5.2
1014277,1872,George Wright,BSN,25,48,255,258,86,62,16,6,2,87,32,3,,1,,,,,14,4,0.337,,,,,,,,,,,0.012,0.004,3.0,0.345,0.471,0.816,0.133,0.333,,,,,,,,,0.364,16.9,72,15.3,18.0,11.8,3.0,50.7,3.7,,8.5,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.4,,25 - 25,15.6,2.3,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,75,25,115,134,214,114,,,,,,,,,,,,,,,,,,0,,,,,,3.7
1003705,1872,Dave Eggler,NYM,23,56,290,298,98,78,20,0,0,94,20,8,,9,,,,,18,5,0.338,,,,,,,,,,,0.027000000000000003,0.03,0.89,0.356,0.407,0.763,0.069,0.349,,,,,,,,,0.354,16.5,80,17.7,14.0,13.6,-2.8,45.8,3.3,,6.0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,0.6,,23 - 23,18.3,2.7,,,,,,,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,173,198,119,116,111,120,,,,,,,,,,,,,,,,,,0,,,,,,3.3
1004213,1872,Davy Force,- - -,22,44,225,227,94,79,13,2,0,69,29,2,,0,,,,,5,2,0.418,,,,,,,,,,,0.009000000000000001,0.0,2.0,0.423,0.493,0.916,0.076,0.418,,,,,,,,,0.423,27.9,76,26.3,7.0,10.4,1.6,47.6,3.1,,6.0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,0.3,,22 - 22,26.6,2.0,,,,,,,,0.009000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,57,0,141,141,121,143,,,,,,,,,,,,,,,,,,0,,,,,,3.1
1004103,1872,Wes Fisler,PHN,30,47,243,247,85,69,13,3,0,49,48,4,,4,,,,,3,0,0.35,,,,,,,,,,,0.016,0.016,1.0,0.36,0.428,0.788,0.078,0.356,,,,,,,,,0.362,15.8,68,12.9,11.0,11.3,0.9,39.6,2.8,,6.3,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,1.3,,30 - 30,14.2,2.2,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,104,106,120,122,126,122,,,,,,,,,,,,,,,,,,0,,,,,,2.8
1005491,1872,John Hatfield,NYM,24,56,288,297,92,75,15,1,1,76,45,9,,6,,,,,12,5,0.319,,,,,,,,,,,0.03,0.02,1.5,0.34,0.389,0.729,0.069,0.324,,,,,,,,,0.338,11.8,75,13.0,7.0,13.5,1.0,36.6,2.5,,5.9,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-0.6,,24 - 24,12.4,2.6,,,,,,,,0.054000000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,195,132,113,111,112,111,,,,,,,,,,,,,,,,,,0,,,,,,2.5
1000272,1872,Cap Anson,PHN,20,46,217,233,90,73,10,7,0,60,50,16,,3,,,,,6,6,0.415,,,,,,,,,,,0.069,0.013000000000000001,5.33,0.455,0.525,0.98,0.111,0.421,,,,,,,,,0.451,35.2,85,32.5,-4.0,10.6,1.4,40.1,2.2,,6.7,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,-2.5,,20 - 20,30.0,2.1,,,,,,,,0.08199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,442,84,152,150,178,144,,,,,,,,,,,,,,,,,,0,,,,,,2.2
1003985,1872,Bob Ferguson,BKA,27,37,165,168,46,41,5,0,0,33,19,3,,0,,,,,4,2,0.279,,,,,,,,,,,0.018000000000000002,0.0,3.0,0.292,0.309,0.601,0.03,0.279,,,,,,,,,0.283,-2.3,33,-7.8,19.0,7.7,1.1,21.2,2.0,,4.9,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,-0.3,,27 - 27,-8.1,1.5,,,,,,,,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,115,0,97,88,49,96,,,,,,,,,,,,,,,,,,0,,,,,,2.0
1011510,1872,Harry Schafer,BSN,25,48,225,225,65,50,10,4,1,51,37,0,,8,,,,,2,0,0.289,,,,,,,,,,,0.0,0.036000000000000004,0.0,0.289,0.382,0.671,0.093,0.296,,,,,,,,,0.301,0.9,49,-0.5,10.0,10.3,1.0,23.7,1.8,,6.6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.9,,25 - 25,0.4,2.0,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,233,96,109,150,102,,,,,,,,,,,,,,,,,,0,,,,,,1.8
1005245,1872,George Hall,BAL,23,53,250,253,84,60,17,6,1,69,37,3,,1,,,,,6,1,0.336,,,,,,,,,,,0.012,0.004,3.0,0.344,0.464,0.808,0.128,0.335,,,,,,,,,0.362,16.0,70,14.6,0.0,11.5,-2.6,26.9,1.6,,7.8,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,1.1,,23 - 23,15.7,2.3,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,76,26,115,132,206,115,,,,,,,,,,,,,,,,,,0,,,,,,1.6
